Bahnaric,Vietnamese,source,example_id,source_lang,target_lang
Gyavaiq gensez sevei saenqyungh dijhi.,加快社会信用体系建设。,government_work_report,503,za,zh
Gyagiengz fapceih senhconz gyauyuz caeuq faplwd fugsaeh.,加强法治宣传教育和法律服务。,government_work_report,504,za,zh
"Doeksaed gij cwzyinci hong saenqfangj, ciuqfap gibseiz youq dangdieg gaijgez gij geqgouz hableix cungqvunz.",落实信访工作责任制，依法及时就地解决群众合理诉求。,government_work_report,505,za,zh
"Haeujlaeg bae hwnqguh aen Cungguek bingzan, laebndei aen dijhi fuengzre gaemhanh ndawbiengz cianh lizdijva sinsizva, yiemzhaenq dwkceih bauqlig gungjbu hozdung, ciuqfap ceihfad gij famhcoih seiqlig yakrwix、duzbinj famhcoih caeuq gij famhcoih fat lai de lumjbaenz guhcaeg、ciengjgiep、densin vangjloz loxyaeuh、ciemqfamh goyinz saenqsik daengj, henhoh guekgya ancienz caeuq ndawbiengz onjdingh.",深化平安中国建设，健全立体化信息化社会治安防控体系，严厉打击暴力恐怖活动，依法惩治黑恶势力犯罪、毒品犯罪和盗窃、抢劫、电信网络诈骗、侵犯个人信息等多发性犯罪，维护国家安全和社会稳定。,government_work_report,506,za,zh
"Dawzyiemz gveihfan goengcingq vwnzmingz caepfap, haenqrengz cingjceih gij vwndiz hungnaek ndawbiengz cianh, gizlawz seizlawz cungj hawj cungqvunz yinzminz roxnyinh ancienz.",严格规范公正文明执法，大力整治社会治安突出问题，全方位提高人民群众安全感。,government_work_report,507,za,zh
"Mingh vunz ceiq dij, ancienz ceiq sang.",人命关天，安全至上。,government_work_report,508,za,zh
Bietdingh aeu genhciz mbouj cuengqsoeng bae ca ndei ancienz swnghcanj.,必须持之以恒抓好安全生产。,government_work_report,509,za,zh
"Gyagiengz gensez ancienz giekdaej sezsih, guh ndei gij hong deihsaenq、diensiengq、caekveh、deihcaet.",加强安全基础设施建设，做好地震、气象、测绘、地质等工作。,government_work_report,510,za,zh
"Dawzyiemz gij cwzyinci ancienz swnghcanj, cienzmienh doeksaed gij cawjdaej cwzyin giyez、gij cwzyin deihfueng gvisug guenjleix、gij cwzyin bouhmonz gamguenj, giengiet naenxhaed fatseng saehhux hungnaek caeuq daegbied hungnaek, cietsaed baujcang cungqvunz yinzminz sengmingh caizcanj ancienz.",严格安全生产责任制，全面落实企业主体责任、地方属地管理责任、部门监管责任，坚决遏制重特大事故发生，切实保障人民群众生命财产安全。,government_work_report,511,za,zh
（Gouj） Cienzmienh gyagiengz cwngfuj bonjndang gensez.,（九）全面加强政府自身建设。,government_work_report,512,za,zh
"Aeu genhciz aen Dangj lingjdauj, laeb maenh ""seiq aen eiqsik"", giengiet henhoh gij gienzvi aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh haedsim haenx, gag rox youq swhsiengj fuengmienh cwngci fuengmienh caeuq Dangjcunghyangh baujciz doxdoengz caez, gyavaiq cienjbienq cwngfuj ciznwngz、daezsang hingzcwng yaunwngz, engq ndei bae fugsaeh yinzminz.",要坚持党的领导，牢固树立“四个意识”，坚决维护以习近平同志为核心的党中央权威，自觉在思想上政治上行动上同党中央保持高度一致，加快转变政府职能、提高行政效能，更好为人民服务。,government_work_report,513,za,zh
Genhciz ciuqfap cienzmienh hengzguh cizcwz.,坚持依法全面履职。,government_work_report,514,za,zh
"Gak gaep cwngfuj caeuq gij gunghcoz yinzyenz de aeu haeujlaeg gvancez gij iugouz cienzmienh ciuqfap guenj guek, yiemzyiemz ciuqsouj fapgoek, gingqcungh fapceih、gingqlau faplwd、ciuqfap gaemgienz, cauhlaeb fapceih cwngfuj.",各级政府及其工作人员要深入贯彻全面依法治国要求，严格遵守宪法，尊崇法治、敬畏法律、依法行政，建设法治政府。,government_work_report,515,za,zh
Gyadaih ligdoh goenghai gij hongsaeh hingzcwng.,加大政务公开力度。,government_work_report,516,za,zh
"Genhciz gohyoz gezcwz、minzcuj gezcwz、ciuqfap gezcwz, gvangqlangh dingqaeu gak fuengmienh yigen baudaengz bihbingz yigen.",坚持科学决策、民主决策、依法决策，广泛听取各方面意见包括批评意见。,government_work_report,517,za,zh
"Gak gaep cwngfuj aeu ciuqfap ciepsouh doengz gaep yinzda nem aen cangzveijvei de gamduk, gagrox ciepsouh yinzminz cwnghez minzcuj gamduk, cawjdoengh ciepsouh sevei caeuq yizlun gamduk, nyinhcaen dingqaeu gij yigen yinzda daiqbiuj、cwnghez veijyenz、minzcuj dangjbai、gunghsanghlenz、boux mizmingz mbouj haeuj dangjbai de caeuq gak yinzminz donzdij.",各级政府要依法接受同级人大及其常委会的监督，自觉接受人民政协的民主监督，主动接受社会和舆论监督，认真听取人大代表、政协委员、民主党派、工商联、无党派人士和各人民团体的意见。,government_work_report,518,za,zh
"Dangguh yinzminz cwngfuj, sojmiz hong cungj aeu daejyienh gij simnyienh yinzminz、henhoh gij leih'ik yinzminz、ciepsouh yinzminz gamduk.",作为人民政府，所有工作都要体现人民意愿、维护人民利益、接受人民监督。,government_work_report,519,za,zh
Seizseiz baujciz gij bonjsaek cinghseuq.,始终保持廉洁本色。,government_work_report,520,za,zh
"Aeu nyinhcaen doeksaed gij iugouz cienzmienh coengzyiemz bae guenj Dangj, dawz dangjfungh lenzcwng gensez caeuq gij hong fanj baihrwix mboujduenh yinx haeuj laeg bae.",要认真落实全面从严治党要求，把党风廉政建设和反腐败工作不断引向深入。,government_work_report,521,za,zh
"Giengiet gvancez doeksaed gij cingsaenz Dangjcunghyangh bet hangh gvidingh, itcig mbouj bienq bae niujcingq ""seiq fungh"".",坚决贯彻落实党中央八项规定精神，一以贯之纠正“四风”。,government_work_report,522,za,zh
Gyagiengz hingzcwng gamcaz caeuq saemjgeiq gamduk.,加强行政监察和审计监督。,government_work_report,523,za,zh
"Baujciz aeu yiengh rengzhaenq daeuj ceihfad baihrwix, gyoebcomz youq cungdenj lingjyiz, yiemzsuk cazbanh gij fungheiq mbouj cingq ciemqhaih leih'ik cungqvunz caeuq vwndiz baihrwix.",保持惩治腐败高压态势，聚焦重点领域，严肃查处侵害群众利益的不正之风和腐败问题。,government_work_report,524,za,zh
"Gyoengq gunghvuyenz aeu bauj seuq dawz cingq, fwngz seuq ndang cingq bang beksingq guh saeh.",广大公务员要持廉守正，干干净净为人民做事。,government_work_report,525,za,zh
Gaenxmienx caenh cizcwz guhsaeh cauhnieb.,勤勉尽责干事创业。,government_work_report,526,za,zh
"Gij cingzcik hungloet Cungguek gaijgwz fazcanj dwg gyoengq ganbu cungqvunz saedguh okdaeuj, caiq cauh niebcik moq lij aeu baengh saedguh, gak gaep cwngfuj caeuq gunghcoz yinzyenz dawz guh cuengq daih'it, caen ca saed guh、ngaemgyaeuj haenqguh、giethab saedsaeh miz dajcauh bae guh, mbouj ndaej genjdanh bae aeu veiyi gvancez veiyi、aeu vwnzgen doeksaed vwnzgen, mbouj ndaej veh max gwnz daeuh、dan gangj mbouj lienh.",中国改革发展的巨大成就是广大干部群众实干出来的，再创新业绩还得靠实干。各级政府及其工作人员要干字当头，真抓实干、埋头苦干、结合实际创造性地干，不能简单以会议贯彻会议、以文件落实文件，不能纸上谈兵、光说不练。,government_work_report,527,za,zh
"Aeu cungfaen fazveih cunghyangh caeuq deihfueng song aen cizgizsing, gikcoi deihfueng ciuq cingzgvang dingh geiq、daihdamj damqra, doxcanj bae doidoengh gohyoz fazcanj.",要充分发挥中央和地方两个积极性，鼓励地方因地制宜、大胆探索，竞相推动科学发展。,government_work_report,528,za,zh
"Dawzyiemz caephengz gunghcoz cwzyinci, daegbied dwg doiq cungdenj yinvu, aeu ding maenh gij cwzyin gak fueng, caengzcaengz cienz atlig, saedbauj cibcukcib bae doeksaed daengz vih.",严格执行工作责任制，特别是对重点任务，要铆紧各方责任、层层传导压力，确保不折不扣落实到位。,government_work_report,529,za,zh
"Giengzvaq gamduk cazdawz cwzyin, yiemzhaenq cingjceih gij hingzveiz gik guh goengsaeh, giengiet ceihleix hongsaeh cwngci saetsaenq.",强化督查问责，严厉整肃庸政懒政怠政行为，坚决治理政务失信。,government_work_report,530,za,zh
"Laebndei gij gihci gikcoi caeuq gij gihci cinjhawj sawq loek gaij loek, gikcoi boux guhsaeh gyarengz, bang boux gamj guh cengjhwet.",健全激励机制和容错纠错机制，给干事者鼓劲，为担当者撑腰。,government_work_report,531,za,zh
"Gyoengq ganbu cungj aeu cawjdoengh bae guh、caen guh bungq ndongj, caeuq cungqvunz yinzminz caezsim okrengz, yungh saedguh bae doidoengh fazcanj, yungh saedguh bae hingz ndaej daengzcog.",广大干部要主动作为、动真碰硬，与人民群众同心协力，以实干推动发展，以实干赢得未来。,government_work_report,532,za,zh
Guek raeuz dwg aen guekgya minzcuz lai youh doengjit ndeu.,我国是统一的多民族国家。,government_work_report,533,za,zh
"Aeu genhciz caeuq laebndei aen cidu dieg minzcuz gagguenj, nyinhcaen gvancez gij minzcuz cwngcwz aen Dangj, haeujlaeg bae guh gij hozdung cauhlaeb minzcuz doxgiet cinbu, cujciz ndei gij hozdung angqhoh Neimungzguj Swcigih laebbaenz 70 hopbi.",要坚持和完善民族区域自治制度，认真贯彻党的民族政策，深入开展民族团结进步创建活动，组织好内蒙古自治区成立70周年庆祝活动。,government_work_report,534,za,zh
"Lai roengzrengz bae haeujcoengh dieg minzcuz fazcanj, haeujlaeg bae hengzguh aen hengzdoengh saenqhwng henzguek sawj beksingq henzguek fouq hwnjdaeuj, baujhoh caeuq fazcanj gij cienzdoengj vwnzva ndei siujsoq minzcuz, fuzrex gij minzcuz vunz haemq noix de fazcanj, doidoengh gak cuz yinzminz youq mwh cienzmienh hwnqbaenz aen biengz siujgangh saedyienh doengzcaez fazcanj mwnhoengh.",加大对民族地区发展支持力度，深入实施兴边富民行动，保护和发展少数民族优秀传统文化，扶持人口较少民族发展，推动各族人民在全面建成小康社会进程中实现共同发展繁荣。,government_work_report,535,za,zh
"Gak minzcuz doxhuz caemhyouq、caezsim cawz hoj、doxhuz fazcanj, aen gyadingz hung Cunghvaz Minzcuz itdingh ndaej engqgya bingzan vuenyungz cangqcwt.",各民族和睦相处、和衷共济、和谐发展，中华民族大家庭必将更加幸福安康。,government_work_report,536,za,zh
"Raeuz aeu cienzmienh gvancez gij gihbwnj fuengcim hong cunghgyau aen Dangj, ciuqfap guenjleix hongsaeh cunghgyau, coicaenh cunghgyau gvanhaeh huzndei, hawj gyoengqvunz cunghgyau gyaiq caeuq gyoengq vunz saenq gyau de youq mwh coicaenh ginghci sevei fazcanj fatok cozyung ndei.",我们要全面贯彻党的宗教工作基本方针，依法管理宗教事务，促进宗教关系和谐，发挥宗教界人士和信教群众在促进经济社会发展中的积极作用。,government_work_report,537,za,zh
"Raeuz aeu nyinhcaen doeksaed gij cwngcwz hongsaeh vazgyauz, baujcang gij gienzik habfap gyoengq beixnuengx youq rog guek caeuq gij caencik beixnuengx daj rog guek dauqma de, lailai fazveih gij ndei daegbied caeuq gij cozyung youqgaenj gyoengqde, gij rengzgietcomz caeuq gij rengzcohsim lwglan Cunghvaz ndaw guek rog guek bietdingh yaek mboujduenh demgiengz.",我们要认真落实侨务政策，保障海外侨胞和归侨侨眷合法权益，充分发挥他们的独特优势和重要作用，海内外中华儿女的凝聚力和向心力必将不断增强。,government_work_report,538,za,zh
"Bi gvaqbae neix, gozfangz caeuq ginhdui gaijgwz aeundaej cungbyoengq hungnaek, ginhdui youq gwzming'va yendaiva cwnggveihva gensez fuengmienh aeundaej cincanj moq cwngzciu moq.",过去一年，国防和军队改革取得重大突破，军队革命化现代化正规化建设取得新进展新成就。,government_work_report,539,za,zh
"Youq ndaw bimoq, raeuz aeu laeblaeb genhciz dawz aen muzbiuh laj hingzseiq moq hawj ginhdui bienq ak Dangj daez ok neix daeuj dazyinx, doicaenh yungh cwngci gensez gindui、gaijgwz sawj ginhdui bienq ak、ciuqfap ceihleix ginhdui, haenqrengz lienh bing caepcawq hoenxciengq, giengiet mizyauq henhoh guekgya cawjgienz、ancienz、fazcanj leih'ik.",新的一年，我们要继续坚持以党在新形势下的强军目标为引领，推进政治建军、改革强军、依法治军，强化练兵备战，坚决有效维护国家主权、安全、发展利益。,government_work_report,540,za,zh
"Genhciz Dangj cieddoiq lingjdauj ginhdui, henhoh caeuq gvancez ginhveij cujsiz fucwzci.",坚持党对军队的绝对领导，维护和贯彻军委主席负责制。,government_work_report,541,za,zh
Lienzdaemh haeujlaeg gaijgwz gozfangz caeuq ginhdui.,持续深化国防和军队改革。,government_work_report,542,za,zh
"Hawj haij mbwn bienfuengz guenjhaed engq ak, coumaed cujciz doengh gij hengzdoengh youqgaenj fanj gungjbu hen onjdingh、gozci hen huz、haij gyae hohsoengq ruz baedauq daengj.",强化海空边防管控，周密组织反恐维稳、国际维和、远海护航等重要行动。,government_work_report,543,za,zh
"Daezsang gij naengzlig gozfangz gohgi gag guhcawj cauhmoq, gyavaiq gensez yienhdaih houginz caeuq fazcanj cangboiq.",提高国防科技自主创新能力，加快现代后勤建设和装备发展。,government_work_report,544,za,zh
Gyagiengz cienzminz gozfangz gyauyuz、gozfangz dungyenz caeuq cauhlaeb ligliengh bwhlaeng.,加强全民国防教育、国防动员和后备力量建设。,government_work_report,545,za,zh
"Coicaenh ginghci gensez caeuq gozfangz gensez boiqhab、doxdaengh、giemyungz fazcanj, gyalaeg gaijgwz aen dijci gozfangz gohgi gunghyez, doidoengh ginh minz yungzhab gyalaeg fazcanj.",促进经济建设和国防建设协调、平衡、兼容发展，深化国防科技工业体制改革，推动军民融合深度发展。,government_work_report,546,za,zh
"Gak gaep cwngfuj aeu yungh gij guhfap engqgya netsaed daeklig, bae haeujcoengh gozfangz caeuq ginhdui gaijgwz gensez, hawj gofaex ginh cwng ginh minz doxgiet rag laeg、nye hoengh、mbaw mwn!",各级政府要以更加扎实有力的举措，支持国防和军队改革建设，让军政军民团结之树根深、枝繁、叶茂！,government_work_report,547,za,zh
"Raeuz aeu laebdaeb cienzmienh cinjdeng bae gvancez gij fuengcim ""aen guekgya ndeu song cungj cidu""、""vunz Yanghgangj guenj Yanghgangj""、""vunz Aumwnz guenj Aumwnz""、gagguenj cingzdoh gig sang, yiemzyiemz ciuq fapgoek caeuq gihbwnjfaz banhsaeh, saedbauj ""aen guekgya ndeu song cungj cidu"" youq Yanghgangj、Aumwnz saedguh mbouj soengdoengh、mbouj mbitmbieng、mbouj bienq yiengh.",我们要继续全面准确贯彻“一国两制”、“港人治港”、“澳人治澳”、高度自治的方针，严格依照宪法和基本法办事，确保“一国两制”在香港、澳门实践不动摇、不走样、不变形。,government_work_report,548,za,zh
"Yungh sojmiz goengrengz bang Yanghgan、Aumwnz Daegbied Hingzcwnggih hingzcwng cangjgvanh caeuq cwngfuj ciuqfap hengzguh hongsaeh cwngfuj, fazcanj ginghci、gaijndei beksingq gwndaenj、doicaenh minzcuj、coicaenh huzndei.",全力支持香港、澳门特别行政区行政长官和政府依法施政，发展经济、改善民生、推进民主、促进和谐。,government_work_report,549,za,zh
Diuz roen Yanghgangj doglaeb byaij mbouj doeng.,“港独”是没有出路的。,government_work_report,550,za,zh
"Aeu doidoengh diegndaw caeuq Gangj Au gyalaeg gapguh, yenzgiu ceiqdingh gij fazcanj gveihva hawsingz comzgyoengq rangh dieg van Yez Gangj Au, fazveih gijndei daegbied Gangj Au, daezswng gij diegvih caeuq goengnaengz youq mwh guekgya ginghci fazcanj caeuq doiq rog hailangh.",要推动内地与港澳深化合作，研究制定粤港澳大湾区城市群发展规划，发挥港澳独特优势，提升在国家经济发展和对外开放中的地位与功能。,government_work_report,551,za,zh
Raeuz doiq Yanghgangj、Aumwnz baujciz ciengzgeiz mwnhoengh onjdingh itcig cungj gig miz saenqsim.,我们对香港、澳门保持长期繁荣稳定始终充满信心。,government_work_report,552,za,zh
"Raeuz aeu haeujlaeg gvancez gij fuengcim cwngcwz doiq Daiz gunghcoz, genhciz gij yenzcwz aen Cungguek dog, henhoh aen giekdaej cwngci caezcaemh ""gij yawjfap doxdoengz goujngeih"", henhoh guekgya cawjgienz caeuq diegguek caezcingj, henhoh song hamq gvanhaeh hozbingz fazcanj caeuq Daizvanh Haijyaz hozbingz onjdingh.",我们要深入贯彻对台工作大政方针，坚持一个中国原则，维护“九二共识”共同政治基础，维护国家主权和领土完整，维护两岸关系和平发展和台海和平稳定。,government_work_report,553,za,zh
"Giengiet fanjdoiq caeuq naenxhaed gij faenmbek hozdung ""Daizduz"", baenzbaenz cungj mbouj cinjhawj bouxlawz yungh yiengh hingzsik lawz、yiengh mingzdaeuz lawz dawz Daizvanh daj guekcoj faenmbek okbae.",坚决反对和遏制“台独”分裂活动，绝不允许任何人以任何形式、任何名义把台湾从祖国分裂出去。,government_work_report,554,za,zh
