Bahnaric,Vietnamese
jơgơ̆l,cái trống
jơhah,chỉ há to miệng
jơhngơi,cười hả hê
duck,cô
jơhnũl,que rảy
jơhoi,ống nứa 
jơhoih,khuôn mặt trái xoan
jơhuat,trang hoang ghè bằng vải màu
jơhơih,dốc thẳng đứng
jơjet,hỏi thăm
jơjuẽng jơjuăp,khei mù mịt
jơjõ,là phải
jơjõk,cằn nhằn
jơjă,xộn
jơjũm,nén
jơjỡng,rước kiệu
jơk,màu xanh biển
jơkap,dẹp (mỏ vịt
jơkêp jơkap,ló đầu ra
jơleng,mù tịt không hiểu
jơlit,đen xì
jơliu,chỉ mới nhọn chỉa
jơlôih,xinh xắn
jơlẽch,cây có hạt đỏ cứng 
jơlổm,bị vạ lây
jơlỡng,dân tộc phía đông kontum
dơmông,cồ
jơm,lưới bắt dơi
jơma,con nhím
'nhĕt,cỏ
jơman,ngon
jơmech,dọn dẹp
jơmi,cây giã
jơmlek,đốm trắng
jơmrăng,cây rừng
jơmuk,dận
jơmul,cây trâm
jơmông,đá thần
jơnang adrol sơ̆,lúc trước
jơne,chiến
jơnei,chiến thắng
jơnet,cây dẻ
jơng kro,một loại chim giống bìm bịp
jơngong,tha
jơngoy,dáng người thấp 
jơngêt,màu xanh đậm
jơni,cha mẹ chồng
jơnin,củ huyết
jơnit,dăm bào
jơnol,đỉnh cao nhất
jơnu,nước châm
jơnuat,joaih
jơnuh,cháy rừng
jơnôr,"rượu ghè ""kang"" "
jơnôt,cây ngành ngạnh xanh
jơnũk,luật lẹ
jơnỡn,ổn định
jơnứh,ức
jơpẽt,thoi bóp
jơro,giơ
jơwing,ngọn tre
jơwăn,thần sông
jơđrăng,daây nịt
jơ̆p,khắp
jơ’năk jơ'nit,nằm co quắp bên nhau
jư,bảo vệ
jưdrơng,cái nhẫn
hơnĭh,cơ
jỗ,đếm
jờl,ngập đầu
jỡl,kẹt
'bơ̆r,cổ
kach,gãi
kai,chòe
kang dŭr,hàng rào bảo vệ 
kat,gặt
et ot,cọ
ke,kè
kech,người tàu
hla kơ,cờ
kei,nhắm
kel,nữa
tui,cộ
ket,bóp cổ
khach,cá có mùi tanh
drakan'ie,cô bé
khaih,hú
kham,khám
khang,úa
khat hat kơ soang,đoàn văn công
druă,cỏ gấu
khei,đâng kon
hla ja,cỏ gianh
duch pơ tho,cô giáo
pơgĕ,cơ hội
kơ kuan,cơ quan
khel,tách
khen,khèn
khep,cái kẹp để gắp sắt
kher,có vị the
khet,khét
hơnĭh nơr pơma,cơ quan ngôn luận
khial,nhẹ nhõm
khik kơ nong,cái cuốc
kơdrưng,cổ thụ
kră xơ̆,cổ tích
khing khơ̆p,tiếng của vật lớn chạm vào nhau
kho,chiên
kurt ơdrõk,cóc
khoh khoh,tiếng ho ằng ặc
khok,bị mắc cổ
khol,cái u
khom,mùi nồng nặc
khong,khai
klơ̆k,cốc
khong pơtui,vật hiến sinh
jơnglơng,cọc
khopapinh,cầu nguyện
khuc hat,diễn viên hát
hpal,cối
khung,thiu
khur,chui luồn
khuăk khuăk,tiếng gâu gâu  tiếng cú cú
khuơ̆ng,trống rỗng
khêl,cái khiên
khôch,tiêu xài
khôi khôi,nhảy  
khôih,xa lắc xa lơ
khôl,mốc trắng
khôm,còng
khôn,hiền
không,chín vàng
khüch,vụn
gơxen,cổi
chơraih,cời
mŏk,cốm
dẽl,cơm
khăi tơ 'bang,trăng khuyết
khăm,chặt khấc
khăp,cắn chặt răng
khăt,chận
khĕ khŏ,tiếng sạch cách lúc làm việc
mơh ăn bơngai lôch,cơm cúng
pung,cơm rượu
bưt,con
khĕi đưng rŏng,tháng sau
khĕk,gập
khĭn,can đảm
khĭp,sập tiết chặt lại
khŏ,gỏng
khŏ khŏ,tiếng cốc cốc
khŏk,ghềnh
khŏm,cho bằng được
khŏng,khó bảo
khŏnh,giận hờn 
khŭ,bốp
khŭi,gạt chân
khŭk khŭk,tiếng gâu gâu  sủa
khơ khâu khơ khau,vóc dáng đẹp
khơng,bơ
khơ̆m,doạ trả thù
khơ̆ng,cháy bén
khơ̆p,cập
khưi,không bao giờ
khưi khai,nhiều món ăn ngon bầy trên bàn
khưn,bẫy dây
khẽo,khiễng
ki,thế
ki hơdrông,núi hàm rồng
kiah kiah,tiếng chân người một soẹt
kial,lặng
kiap kiap,tiếng vịt kêu cạp cạp
kieh kioh,tiếng một soạt
kiel,đít
kieng kiong,tiếng chim nhồng kêu
kieo,giắt vào thắt lưng
kiep kiep,tiếng chíp chíp gà
kih,uống đi
kih kôih,bò sát bò đi đầu lắc qua lắc lại
kik kik,tiếng kêu chít chít của chuột
kil tơkôl,chỉ có già đầu bạc
kim,cái kìm
kin,nọng cổ
kin kin,đi đều bước
kioh kioh,tiếng động  đi trong rừng
kiok kiok,tiếng gà kêu quang quác
kiong,nhồng
kit kat kơt,tiếng cây cọ vào nhau khi gió thổi
kiuh kiŭn gring,tiếng leng keng của chùm cong đeo ở cổ tay và chân
kiêl,vực
kiêl tel,chim dòng dọc
kiêng,kiện
kiôh kiôh,tiếng động đi trong rừng
kiăp,đúng
kiăr,dầy
kiĕk,vò
kiĕl,nhức nhối
kiĕn,giắt vào
kiŏl kiŏl,nhánh cây lay động
kiŭl kiŭl,cành cây lay động
kiơ̆,dọc theo
kiơ̆ng,vững chắc
kiẽk,cọp
kla,con cọp
klah,loá
klaih jĭ jăn,khỏi bệnh
klam,kham nổi
klan,sên nước
klang an,củ rừng 
klang grở ă,đai bàns
klang kơt,bù nhìn đuổi chim
klang lep,hoa văn đan tre
klang pah,giống như
klang puh,khăn nhỏ làm hiệu trong chiến tranh
klao,tinh hoàn
klap,nẹp
kle,loại sóc nhỏ
klek klek,tiếng chim cú kêu
klel klel,tiếng la hét kêu cứu khi gặp bạn
klen,không sinh sản
kôn,côn
kleng năm kleng sưt,lắc lư
klep,dính chặt
kli,môn rùng
côn,cồn
klieng,cái trán
klil klil,chỉ tiếng là hét kêu cứu khi gặp bạn
klit,móp méo
kon hơ 'lâp,con cái
kơthŏ,con hoang
klo ba,con chuồn chuồn
klom,vồ môi
klon,một loại rau
klong,củ riềng
kon minh anu,con một
klung,chao
kluĕch,om
klêl,lang thang
nu,con người
klênh,trốn
klôh,tô lớn 
klôi,củ rừng
nhar,còn nguyên
klôk klôk,tiếng người lớn vừa khóc vừa la
klôp,miếng vải thêu hoa văn
đe hơ 'yoh,con nít
klăm dŭ klăm dơ̆l,kín mít
klăn,ngực bất đầu phát triển
klăng dŭng klăng,rờ
klăp,táp
kơnon,con rể
klĕ,ăn cắp
klĕ hơwĕ,ăn cắp vặt
klĕng,đóng
klĕnh,trốn tránh
klĕp,chụp gọn
klĭ,dưỡng
klĭk,xục
klĭk klŭk,tiếng ọc ọc trong bình không đầy nước khi lắc qua lắc lại
klŏng,chổ nước sâu
klŭk,xịch
klŭk klơ̆k,tiếng sóng vỗ ầm âm
klŭt,lẻn đi
kon kơdruch,con út
klơng,đội trên đầu
klơng dơt,nay đây mai đó
klơ̆ hơwơ̆,nợ nhưng lâu mới có thể trả được
klơ̆k klơ̆k,tiếng nước sôi ùng ục
klơ̆l,đầm cho chắc
klơ̆m,liệng
klơ̆r,nhát đảm
klơ̆t,bông hoa chuốt 
klưt,người tàng tàng
klẽng,âm hô 
kơwơng,công
koai kơi,thằn lằn cổ màu xanh hay đỏ thường ở trên cây
koh,chém
koh ko,nhảy lò cò
kol,thất nút dây
kom,gom lại một chỗ
kon dră kăn,con gái
kon ngai,ngươi
kon tây,móng đeo ở chân chó
trôm hlŏng đak,cống
chêng yông,cồng
konkon,nàonào
konpơlei,buôn
kop,con rùa
kor,chải
dul,cổng
kon drŏ kăn pơtao,công chúa
krambri,lao ngạnh
phaih,công điện
krang krĕl,bệnh táo bón
krap,dính sát vào
kreh,cào nhẹ
jơnŭm teh đak,cộng hoà
gơthon,còng lưng
kreo,ré lên
kret,hà tiện
krin,tham
kring,chim bồ nông
krit krit,tiếng kèn kẹt khi nghiến răng
krit krut,dáng một vật được vẫn chuyển đi từ từ
kroch kroch,tiếng uống nước ừng ực
kroh,gùi cong
kroih kroih,tiếng cào gãi sồn sột
krong,con sông
kronh kronh,khóc inh ỏi
krop,tiều tuỵ
krot,con dế
bơngaijang,công nhân
kruh kreh,tiếng lạch cạch của các vật chạm nhau
krum,ấp ủ
krut kret,tiếng mở cửa kọt kẹt hoặc tiếng cưa kèn kẹt
kô̆ng san bơngai pơm kăch mang,cộng sản
tơdrong bơ̆ jang,công trình
krŭk,xì
krŭk krŭk,tiếng gà gọi tục tục
krŭn,ở mãi một chỗ
krâu,suốt cá 
krê,cây bình binh 
krêng,lúa sớm
krêp,ở lì
cty,công ty
hơnĭh bơ̆ jang,công xưởng
krôih krôih,uống cào gãi sồn sột
krôk,phế quản
krôl,thuốc kích thích
krông,heo rừng mẹ và bầy con
krônh krônh,khóc ồ ồ
krôp,bộc
jrăng tơm,cột cái
kô̆t khĭ,cốt khí
sem kơtơp,cu
kră ră chuăng,chỉ tiếng cười giòn giã của các cô gái
krăl,cây độc
lĕk,cù
krămlơ,nhận
krăng krot,con dế mèn
krăng krăng,tiếng cắt lúa xoàn xoạt
krăt,sượng sùng
krĕk krĕk,lấy lần hồi
krĕm,gầy yếu
krĕng,lục
krĕo krĕo,tiếng rốp rốp khi nhai thức ăn giòn
krĕp krĕp,tiếng đi lộp cộp
krĭnh,bực tức 
krŏk krŏk,"""ừng ực"" tiếng uống nước ừng ực"
krŏl,lăn xuống
krŭ,con tê giác
cu,cụ
krŭch krŭch,gặm
krŭi krŭi,tiếng sồn sột khi bò nhai
krơh krơh,cảm giác đau nhói khi lấy giằm gai ra
krơt,ngượng ngịu
krơ̆k krơ̆k,xốn
krơ̆p,rầm
krơ̆p krơ̆p,tiếng chân đi cồm cộp
krơ̆u,khô cuốn lại
krưp,ghê sợ
ktam,cua
kte,kte
ktfjül,phịch
ktô,tô
ktăp iẽr,vải nhuộm đen
ku,cá lóc nhỏ
ku le,nấm mọc ở gốc le
kuaih,cài
kuan,cái quét
kuang,háng
kuanh,cột nhiều lòng
kuar,xoi lỗ cho rộng thêm
giĕng,cữ
kueng,chặn quanh
yă ư ,cụ bà
dơdrŏ,cử động
kuer,khoan
kuh,cúi đầu chào
kuh kah,kiến đen to
kuh keh,nữ thần dựng nên trời đất
kuich,sừng quặp xuống
kul,rong
kul kil,bị mắc lưới
kul kơ kơl,thức dậy
kơdĕm,củ hành
gơglet,cù léc
'bum bri,củ mài
'bok y,cụ ông
toih,củ tỏi
gơxuơ̆n,củ từ
kup,cúi
kur,bị nhiễm trùng
kut kơt,tiếng cột kẹt của cây cọ vào nhau
kuweo,tên một loại xoài rừng
kuêh kuêl,nói to tiếng
kuêng,đi chân chữ bát
kuê̆,cây quế
kuôl,quàng
kuăk,chụp móc bằng móng
kuăl,quấn
kuăn,cầm giữ
kuăng,chóng
kuănh,quẹo
kuăt,ghi tạc
kuĕk,khêu ra
kuĕnh,con vượn
kuĭl,bàn chân có tật đi nghiêng
kuơ,băt
kuơch,bậy bạ
kuơ̆l,sủa
kuơ̆m,chỉ chó táp
kuơ̆n,cái quần
hnŏ,cửa
kuơ̆t,dấu vết còn lại
kyoh,cái giỏ
areng đak dơxĭ,cua biển
kâl,tai người
kâu,tôi
kêch,tuốt
kênh,kiện tung
tơmam,của cải
kó ya,gừng
kóđơnlông,vỏ cây
kôih,cạo
kôih hoh,loại mới nhỏ màu đen
kôm,chờ chực
amăn g mŏk,cửa sổ
bơgah krong,cửa sông
kơ'dă,cục
kôr,cây đồng dông
kô̆,hả
kõ tỡ hyot băl,chó lẹo nhau
'ngêl ' ngêl,cục cựa
kăii,phá
tơmo,cục đá
kăl,chặt bằng rìu
jĭ chin,cùi
kăng,đường kẽ ô
'long unh,củi
kăng dra,chỉ cột giăng hai tay
kăp,cắn
kăp 'biê̆ biê̆,nhấm
kăp dih băl,cắn nhau
kăt,cắt
kăt kôh,dụng có lấy lửa của người xưa
kĕ,chịu đựng được
kĭ,kilo
kŏ ha,bù nhìn có hình chó há miệng
kŏ kiĕk,con tò vò
kŏ tơ no,chó đực
kŏch,xíu
kŏi lŏi,bấy nhiêu đó
hơdrap,cúm
cŭm,cụm
kŏp,một đôi
kũsum,kho lúa
anhik,cuốc
kŭch,sừng quặp
kŭh,khơme
kŭk,chởm
kŭn,ở iì
kŭng,khờ dại
kŭnh,cúi xuống
kŭp,lạy
pơlong,cuộc
kươ̆k,cước
kơbiok,cuốc chim
măng hŏp,cuộc họp
kơpŭch,cuối
kơ bang lơ moi,bàn khách
kơ bang pơ xrăm,bàn học
kơ bơnê,ơn
kơ dang kau,tàu cau
kơ dĕm,hành
kơ hloi hăt,rộng nhất
kơ hloi jăt,rất rộng
kơ jruh,vài
pach,cuống
axeh,cương
kơ lơ̆p ao,gấu áo
kơ mlat,chớp
rơbũ,cuồng phong
trĩu,cừu
akar,da
jơhnai,đà
rơmư̆,dạ con
kơtăp klao,dái
kơ pen hrô̆p 'năr 'dek,khố mặc ngày thường
kơ pen hrô̆p 'năr akŏm,khố mặc ngày hội
kơ pơ̆ng,trên
tơklah,đai
kơ thung dro đak,thùng tưới nước
brŏ păng,đài
kơ',bẹ
thũng,đại bác
'bok rơih tang măt,đại biểu
kơ'blăk,kiệt sức
kơ'brê,màu đỏ
kơ'bâu,một loại kê
kơ'bŏng,cây sậy
bơngai pơm iông,đại ca
kơ'bŭp,cây sú
kơ'bơ̆p,mím môi lại
kơ'da,cây táo gai
kơ'dah,chia phần
kơ'dang,bước qua
jơnu`m,đại hội
kơ'dong,bị kẹt lại
kơ'duang,sỏi thận
kơ'duh,miếng thiếc 
anih rơgiĕo,đài phát thanh
kơ'dum,cái nong
kơ'dup,té sấp mặt xuống đất
kơ'duăr,loại sóc dơi
kơ'dŭi,lủi
tinh jô` lơ,đại số
kơ'dô̆,phồng lên
ple`i nâr tơ plih,đại từ
kơ'dĭng,cái đinh
kơ'dŏng,cái mủng
nhơ,dâm
kơ'dơ,hở
kơ'dơh,bẩy lên
kơ'dơ̆m,có uy tín
kơ'dơ̆p,đập nước
kơ'laih,thả ra
kơ'lŭng,lật cối giã gạo
kơ'man,v khuẩn
kơ'mleh,nháy mất
kơ'mrep,bị đè bẹp
kơ'môl,lừ đừ
kơ'măl,phát triển đầy đủ
hơtơ̆k,đầm
kơ'mĭn,ẵm
kơ'mŭng,gói trong vạt áo
kơ'mơ̆l,đông lại thành cục
kơ'na,vì thế
kơ'nah,khoen mây
kơ'neng,tiết kiệm
kơ'ngang,ưỡn ngực
kơ'nglơ̆p,nắp hòm
kơ'ngong,cao khều
kơ'ngă,rước cổ lên nhìn
kơ'ngŏ,ngoảnh mặt
kơ'ngŭnh,cúi gầm
kơ'nhep,bít lại
kơ'nhrơ̆ng,đứng nghiêm
kơ'nhăm xơ̆k,cái búi tóc
kơ'nhĕt,bịt
kơ'nhĕt 'dak,núi bầu quấn bằng lá chuối
kơ'nhĭm,ôm chặt
kơ'nhŏng,bắn chỉ thiên
kơ'như̆,trên cao
kơ'nol,hạch
kơ'nô̆,co ro
kơ'nĕch,ngắt
kơ'nĕk,nấc
kơ'nĕl,cái nắp
kơ'nŏn kơ'năp,chỉ nhiều con vật nhỏ nằm bất động
kơ'nŭn,ngồi canh chừng
kơ'nơp,ở tạm
kơ'nơ̆l,nắp nồi
kơbach,quào mạnh
pơkong,đám cưới
kơbei,bò tót
kơbiô,chày vồ
kơblô,phùng
kơbua,chảy vồ
kơbyich,cái đụt
kơbơ̆p,giập bễ
kơcha,loại cây có gỗ rất chắc
kơchah,dăm gỗ hay mảnh chai
'blal,dâm dật
kơchaih,hắt hơi
klơ̆ng,đầm lầy
pơ jôk 'de lôch,đám ma
kơchap,vảy
kơchar,đẻ nhánh
kơchau,vồ bằng móng
kơchen,cán cuốc
kơcheng leng,bằng phẳng và rộng
kơchieo,có chữa
kơchil,cây có vỏ dày
kơching dung,bùa nghĩa làm tê liệt kẻ trộm
kơchit,chiếm đoạt
kơchiê̆,chật
kơchok,khe rãnh
kơchom,khe núi hẹp
kơchop hop,khe núi hẹp và sâu
kơchrôl,vệt
kơchu,vội vã
kơchua,không phải đâu
kơchuei,xoáy trên đầu
kơchuh mŭm,ngã chúi mặt xuống đất
kơchuê,nhễ nhãi
kơchuôĭ,ộc ra
kơchuĕ,lem luốc
kơchuơk,bị dính bẩn
kơchôp,móng chân súc vật
kơchôt,xếp
kơchă,luốc
kơchăn,bấm chân
kơchĕp,một nắm
kơchĭt,cây cà chít
kơchŏ,người quá cố
kơchŏn,bám chân
kơchŏng,nhăn nheo
kơchŭt lŭt,ngã chói mặt xuống đất
jơ̆n,dân
kơchơ̆l,bị bịt kín
kơchơ̆t,chỗ bắt đầu lên
kơchưng ge,hình trang trí trên ghi
kơdal,mông khỉ đỏ
kơdang,giữ sáng
kơdang dŭk,hàng rào sơ sài
kơdangtuak,tàu dừa
kơdeh,búng
kơdinh dunh,con vật thần thoại
kơdiu,đen kịt
kơdo,voi đực nghé
kơdok,giấu diếm
kơdom,một bụm
kơdong,cường tráng
kơdrei,trước mặt
kơdren,khoác lác
kơdrep,đòng ba lưỡi
kơdruh,chà
kơdrâu,lá suốt cá
kơdrêh,hù nhát
kơdrăk,cây trắc
kơdrăt,giật mình
kơdrŏng,chó tru
nưih,dạn
kơdrơ̆m,đông đúc
blơng,đàn
kơdua,cá rói
kơduơl,bít kín
kơdŭl,một loại chim diệc
kơdŭn,lui lại
kơdŭt,đọt tranh rất nhọn
kơdô,bồ đập lúa
kơdông yang,cây rau trai
kơdăm,một loại cây lấy lá trị đau răng
kơdăn,cách khoảng
kơdŏng,bẫy chuột làm bằng ống nứa đặt mồi bên trong
kơdŭ,sai trĩu quả
kơdŭng kơđoh kơthơ,bìa thư
kơdơ̆l,bông gòn sạch hạt
kơdơ̆p,che đậy
kơep,rết
kơglă kơglăk,tiếng cười vui vẻ trỏng treo
kơglŭng kơglăng,khói nghi ngút
kơgrŭng kơgrăng,tiếng leng keng của lục lạc đeo ở cổ ngựa
kơhieng,cái eo
kơhloi,lỏng lẻo
kơhluêk,vấy
kơhluăk,hoắm
kơhlô̆i,nhìn chăm chăm
kơhlŏng,sâu hoắm
kơhne,vó cá
kơhning,khuất
kơhnong,không thuần hóa
kơhuơl,trắng xám
kơhê,đỏ thắm
kơhôp,cái hộp
kơhơ̆nh,tức giận la ó
kơjach,lấy đà nhảy
kơjal,chặt từng khác
kơjeh,giã gạo cho tróc vỏ
kơjing,cây cói
kơjol,cây dú dẻ
kơjuơl,mình trần đóng khố
kơjuơng,trên thuồng như nhưng
kơjôch,trần truồng như nhuộng
kơjôr,bùa ngãi đuổi cạp
kơjă,đi bấm chân cho khỏi trượt
kơjăp,vững
kơjăt,liên hệ tình dục ngoài hôn nhân
kơjŏl,ngắn ngắn
kơjơ̆,sườn núi
kơk,sam
kơk kơk,tiếng chó kêu ăng ẳng
kơkai,nhai lại
kơkal,gắng gượng
kơkik kơkak,"tiếng chuột kêu ""chít chít"""
kơkioh,soạt đạp
kơkit kơkat,tiếng hai vật cọ vào nhau
kơkoh,chặt phá
kơkoy,buồn ngủ
kơkreh,cào nhẹ bằng ngón tay
kơkreo,ầm ĩ
kơkrit,nghiến răng
kơkroh,xào xạc
kơkrui,run cầm cập
kơkrŭk,tục tục
kơkuer,tìm mọi phương kế
kơkuh hưch hanh,chào mừng
kơkuĕl,vòi vĩnh
kơkuơn,củ nghiền
kơkă,nhai
kơkŏk,cái mõ
kơkŭl,quấn lại
kơkŭn,chỉ xếp chân lại
kơkơ,ngập ngừng
kơkơ̆r,hoảng sợ
kơkưch,chóng mặt do ở độ cao
kơkưi kơkai,nhiều súc vật
kơla,vết sẹo
'mrơm phao,đạn
kơlai,tái mét
kơlang ping,con bữa củi
kơlang tar,váy màu xanh láng
kơlap,mối có cánh
kơleh,chiêng thứ
kơlei, dây rừng
kơlenh,nhẵn
kơleo,lén
kơlet,hạt nhỏ màu trắng bóng
kơli krôi,mức độ trung bình
kơlih,bởi
kơlih ki kiơ,tại sao
kơloh,trợn mắt
kơloi,không hơn
kơlon,chăm chú
kơlor,nhợt nhạt
kơlot,sầy
kơlŏi,tệ
kơlŏng,bốc
kơluang,trắng bốc
kơlui,khố đen trơn không có viền hoa văn
kơluơk,xám tro
kơluơl,mắt bị kéo mây
kơluơng,chỉ nước da trắng
kơlêu kơlao,mắt mở to
kơlôm,chỉ lửa bao phủ
kơlông,cuộn
kơlă,bù lại
kơlăm,chén nhỏ bằng đồng nhau
kơlăng,màng
kơlăr,cây sặc
kơlŭm,kín
kơlŭn,bị gió cuốn
kơlŭp,khăn đội đầu
kơlơch,mờ
kơlơng,ngái
kơlơ̆m,nói át
kơlơ̆n,trợn mát nhìn
kơlơ̆ng,lừng
kơlơ̆ng hơ̆ng,ong vò vẽ
kơmak,thanh củi chẻ
kơmang,ti
kơmar,sinh đôi
mu dră kăn,đàn bà
kơmlen,tẹt
kơmlo,câm
kơmlông,trăng trắng
kơmlĕng,nhút nhát 
kơmlŭng,vào thời
kơmoh,cán cày
kơmol,bồ câu xanh
pơđăp 'bai pơhrăm,dàn bài
kơmŏ,cáu ghét
kơmring,nương tựa
kơmrăm,nổi tăm
kơmrơt,cầu vồng
hri hat tơ ring hrang,dân ca
kơmôl,mắc cở
khŭl kon pơlĕi,dân chúng
brõ,đàn dây
bơngai pơle,dân làng
mu kơ drăng,đàn ông
kơmăt ka,bệnh sưng chân
kơmŏ̆ng,bóc
dân kuân tư vê,dân quân tự vệ
kơmŭng,cái mùng
kâl kon bơngai,dân số
adrech kon kơng,dân tộc
kơmơ̆k,phì nhiêu
kon kông,dân tộc thiểu số
kơn,loại khăn nhỏ
kơna,cho nên
liêm,dáng
ơ,đằng
kơnglang,màu trắng
kơnh,lát nữa
đang,đảng
kơnhah kơnhơch,thấy thoáng qua
kơnhal,chói mắt
kơnhar,chảy nước mất
kơnhat,sán sơ mít
kơnhom,tập trung sức lực
kơnhêng,nhất quyết
đang ‘bô,đảng bộ
kơnhĭng,khăng khăn
kơnhŏng,nguồn nước
hơ'nĭ,đằng sau
đang uy,đảng uỷ
tơplih,danh
kơni,đàn dân tộc
kơnieo,eo lưng
tơgrih,danh dự
danh muk,danh mục
hla ar chih măt,danh sách
kơnom,tấm phên
ư ang alâng,danh tiếng
a năn plei nâr,danh từ
anăn pơđi,danh từ chung
kơnu,con sậy
kơnuh,thế chấp
kơnuih,đá mài
kơnuăk,khoè
kơnêm,cái nệm
anăn kơdih,danh từ riêng
dơbưk,dao
kơnă,ngăn cản
kơnăm,khuyết
kơnăng,cây đa có lá nhỏ
kơnăp,bất chấp
kơnăt,miếng thịt nhỏ
kơnĕt,quá ngắn
kơnĭl,bù ngãi
kơnŏng,cá đá
kơnŭi,dây cột bò
kơnơm,cái nơm chụp cá
hŏl,đao
kơp ô tơ no,trâu đực
kơpah,nửa
kơpal kông bơbŭng kông,đỉnh núi
kơpao,vò bằng tay
lơ̆n,đảo
kơpen,cái khố
kơphô̆,phố chợ
kơpit,ấn dấu
kơplah,đang khi
kơpu,gié
kơpuah,trái không đậu
kơpung,con dơi
kơpŭn,loại dơi nhỏ
kơpô hơ kăn,trâu cái
jơhngâm,đạo
kơpôch,khăn khổ nhỏ
kơpăt,cây bồ hòn
dơbưk muih,dao phát
kơpŏng,cây 
kơpŭ,sai hạt
kơrôl,lốm đốm màu trắng nhạt
kơrăi,riêng
kơrơ̆ng,mùi nồng nặc khó chịu
kơrơ̆t kơrăt,mụt ghẻ 
kơsaĭ,té
kơsep,bứt
kơso,đở
kơsô,cái xô
kơsĕ,màu xanh
hơpêr,đất
kơsŏ,xó
kơsơ̆ hyưm hyưm,xế chiều
kơtah 'măng,cảm thán chỉ sự ngạc nhiên
kơtam,con cua
kơtao,cây mía
kơtat,cục tác
kơtau,róc mía
kơteh,hoa văn và hạt cười trên khố
teh chuah ,đất cát
kơter,mối càng
kơtet,mồng đóc trong âm đạo
kơteu,có chửa
teh jang xa,đất đai
kơthao,cái thau
kơthap,cái thạp bằng đất
kơthua,con vu
sãr,đất đỏ
kơthŭng,cái thùng
teh đak,đất nước
kơtieng,cây lấy mũ
kơtir,đan thanh
kơtit,đè lên
lỡn,đất sét
hơnglan,đất thịt
'long arĕn,dâu
kơtoh,giọt nước
kơtol,đeo vào
kơtonh,rau giớn
kơtrang,cái trang 
kơtrol,chàng hiu
kơtruh,cái trũ
kơtrănh,cái trạnh để hất đất cày
kơtu,cũ
kơtua,cây cầu
kơtuah,quát
kơtual,bướu cây
kơtuh,ống bể lò rèn
kơtul kơlang,chùm lá ở đuôi diều
kơtuơ̆l,cục đất
kơtŭn,thụt lùi
kơtŭng,níu kéo
kơtô,ke
kơtôm,kỳ đà nhỏ màu xanh
lĭp,dấu
kơtăk,mủ cây
kơtăk kơtat,tiếng gà cục tác
kơtăn,trái mới bắt đầu tượng hình
kơtăp iẽr,vật trang trí cửa
kơtăp lao,bìu
dak jâu dak yâu,dầu
kơtĕk,đi vào
kơtŏng,đu dây
kơtŏng yôt,ván đánh đu
kơtŭm,dõi
kơtơch,tức
kơtơih,vấp chân phải cái gì
kơtơr mơk,ấu trùng 
kơtơ̆,lược thô làm bằng tre để chải chí
kơtơ̆k,vớ
kơtơ̆ng,lưới rập dơi
kơweng,cuộn mình lại
kơwim,voi hoảng sợ
kơwoih,trái soan
kơwêu,chỉ vật cong dài
kơwôch,mặt dài
kơwôh,loại khèn bằng tre
