Bahnaric,Vietnamese
hơnhĭr,hơnhơ̆r
khŭl tơdăm char,tỉnh đoàn
bong tơdra,hòm bia chứng ước
amơng,phớt tỉnh
'bưp,rinh
dông,cháu được về trọng lượng
gơhom,có hình trái soan
kŏi lŏi,bấy nhiêu đó
yă yang,tiên
brỉk brũk,nói chuyện thì thầm
hơbang,băng ca
anhŏng oh pôm mĕ 'bă,anh em ruột
tơhle,chỉ vành nhỏ
kruôĭ 'ngam,cam
'băk,chát
sodrô,rưou ghè
bok pơ gang,thầy thuốc
yă kơsŏng,tép
ưh kơ chơt,không vui
rang trol,hoa bằng lăng
bru,tản mát tú phía
chơke,lúa xà cơn
pơwẽ,làm cong
bõng,giống đực
pơcher,chen nhau
tơ'nglêl,ngồi chễm chệ
tơdôl,luủng lẳng
jĩ,đau
gring dinh,tiếng leng keng 
hơnôi,muộn
kơdinh dunh,con vật thần thoại
kơ'nhiêm,cây họ đậu
phong thu,phòng thủ
tơniẽng,cấi
ẽ,một loại thuốc bùa ngãi
rtf,tiếng nhắc êm dịu
kơ'nhĕt,bịt
mum pơ gar,góc vườn
gơgap,xê
ư̆,ừ
haliau,xanh xao
gơgŭr gơgrăr,xe chạy ào ào
tốl pơtốl,trôi lềnh bềnh trên mặt nước
sơhngơ̆m,dạ
akŏm,thu hoạch
chơkrĭm,cầm
lơ như yơ,khi nào
kơ sơ̆ dơning,chiều mai
kơ'mon,cá bột
tơngiĕt gơ gleng,lạnh lĕo
iŏl,lay
grôl,không khéo
vât liêu,vật liệu
hmăi tam mă,đáng chưa
halin,kiến có cánh đầu xanh hay nâu
toh me ̆,vú mẹ
gưm,trợ
bon kơne,bắp thịt ở cánh tay trên
kơlon,chăm chú
pơ’lũt,nài ép
klep hla ar,dán giấy
rơxeh,cạnh
pơnhroh sơnăm,hoạchnăm
pơto`k,bị hỏng
'nhơ,cái ấy
gơhak,khạc
kơting tơ'bong sơnĕnh,hàm răng
pơchi ,hướng dẫn
chêng,lảo
kơnăk,thuốc nhuộm
chhur,đau lòng
pơ'map,làm phiền hà 
gok,con ve
bơbĭn bơbăn,tiếng láy chỉ đám đông lũ lượt tới
thu thanh,thu thanh
chŏng,cho cào xanh và to
rơbông rơbang,hào
adeh,rãi
jră,chống lại
gô mâng kơgâp,ỷ lại
dĭp,ấn xuống
gloh luôi,vượt quá
lêm,quỷ
hơguat,lêu nghêu
chi wi cha wa,vùng vằng
tơkang,sửa đoạn rượu (nhận lá
tơthă,cúng gieo trồng
kơli,mức
kơdŭng,túi
brich,xí
kơdrưng,cổ thụ
tiu,cứng ngắn
akô,bẫy chim
tơ pên hnam,nền nhà
bơnhol,con tê tê
tham dư,tham dự
‘năr,ngày
kơdrep,đòng ba lưỡi
na ưh lei,tất nhiên
druă,cỏ gấu
pơngơi,du dương
kŭch,sừng quặp
tơjõm,túm lại
yă yai,con yểng
hơlăk,hỏi vặn
jrŭ,cái vực
gơh chhơ̆,mỹ
tah lăm kơdung,bỏ túi
tăr huang,con rắn roi
êng,mênh
kơtir,đan thanh
rơtĕn,tăn
tơlah,chia tay
Phŏ,Phó
hơngo,cây thông
hla long arih,phân xanh
ubnd,ubnd
jul adrêch,gieo trồng
bơlach,nói xấu
pơbŏk,đánh máy chữ
h'mon,sử
hơ'doh,nẩy nở
rơxỡt,kéo giật lại
gơlaih,dài lóng
ty lê,tỷ lệ
hơbăn pơkao,cái váy hoa
'dup 'dêp,bật lên bật xuống
bơbŭk bơbăh,nước mạch phun lên
gôl,hai cột phía trước hiện nhà
along kơtonh,cây dương xỉ
chơgrŏn,chỉ trói quặt tay sau lưng
hiu hiâu,nhìn láo lên trong lòng hoảng hốt
atŏk,tiếp nước
bơnge,các loại thuốc độc
thong nan,đò
tơtổ,hát rung giọng
dơngỡl,gốc
gan,hoàn toàn
'duih,rác rến
hơngơ̆p,đớp mồi
kơlơ̆ng,lừng
bơdung,con thỏ
hmăk hmŭm,hai vật lớn ngồi kề bên nhau
tơpỗ 'băn,kết nghĩa anh em
hơmơ,ngủ mớ
'mem truh luôch,chung thủy
hơnom,một cuốn cá
hngŏ hngĕch,người trời đầu lên mặt nước
bar jĭt,hai mươi sáu
hơjo,cây dâu tằm
ttfrüng,làm cho rụng
hiau,cá siêu
kronh kronh,khóc inh ỏi
phĭn,chup
nak,dốc đứng
chơikrôi,bẩn thỉu và lôi thôi lếch thếch
arih minh hơnih,định cư
mai oh,chị em
tơnhôi,lỗi hẹn
bŏuroi,phao tin
mang,mạng
[pơ'dik,lên
hơnâng,bình đẳng
chêng klêng chang klang,đổ xuống từng mãng
lĕk lŏk,thay đổi bất thường
'ngơn,ngóc
tơ'mơn,đưa cho nhau
kơchi`k,cà chít
klẽ,ẳn
tíơxôm,bùi nhùi
hơ'mô,như nhau
'bit,bênh
tơgong,cẳng chân
dŏ,hứng lấy
atơ̆p,thọc
bơ bôl,thấy mờ mờ
ier,thiến
chơcheh,cời than cho hồng
luâk,hác
hơ'nhĭp,nhắm mắt
lơkah,dư
pơxổng,cây mầm
abơ̆u,một nghìn
tăk,thắc
'blong,đũa
piơn,nhẹ như lông hồng
chơnglom,dụng có đào lỗ làm bằng tre
ler,dế cơm
sơlŭng đak kơamê̆,ao tù
pơprổn,làm cho dạn dĩ
pơdông,nhịn nhục
rơkop,chuối kép
kơnuih,đá mài
achao,cái võng
hơlôl,đây ắp
chơbrai,chỉ râu dài lưa thưa
ưh kơ ană,không mừng
juô jot,buồn bã
klai,bàng
pơgăn,chẹn
li`ng,khư
ră rël,đầu bạc răng long  
aploh,xuôi dòng
kue ,què tần tật
tơkloh,phải màu
kơlih ki kiơ,tại sao
tơgrop,ghép thành đôi
khôch,tiêu xài
wir,biến hoá
rơleh,sụp đổ
hơhưt,gió nhè nhẹ
dõng bơngai ji`,cấp cứu
khăi kơ đĕi,hiếm có
phŭr phăr,tiếng chim vỗ cánh bay phành phạch
nĕ la,đừng làm như vậy
sem kơwơng ,chim công
atrep,ướt sũng
tâm vông,tầm vông
'long unh,củi
hơmih tơ nam jang mir ba,sở nông nghiệp
pla,cắm mốc 
jêp jêp,khập khà khập khễnh
luh,chạy tán loạn
rơrơk,trôi chảy
tơb`ôh,chỉ cho thấy
phep,lễ phép
hlŏ hlŏ to,thấp thoáng
atău,ma
nhai,cây gai
rơlõn,cá bông
ah,khó
ah ha,chỉ sự vui mừng
tơgir,chuyên cần
iĕr tơchoh bă,chọi gà
kơango ̆ enh,nằm khèo
kơ xô̆ jô̆,số đếm
hiĕm nhŭng,cho heo ăn
blong,cào
pă tơđuk,tha thứ
tơxẽr dẽr,trẻ em chơi trò cầu trướt
apă,cá sặc
hơmơy,mày đay
b`ri,cánh rừng
'nhich 'nhuch,nhún lên nhún xuống
tơlôl,chỉ vật lổn lồi ra
kơpŭng,dưa gang
'nhrăng,săn
jên pơm,kinh phí
hling 'bơt đak,chắt nước
dơdring,rừng
drơ̆p,rập chim
đing lem,ông thị muối
kơxôl,bông hoa chuối ở thân le
băyang,thờ
ngal,than
khuyên,khuyến
hu ̆t lê ̆,vứt bỏ
tơxỉ,đổ tháo
'ngŏl,gật đầu
mơ nuih năm kêng,người đi kiện
tơpơk,quật ngã
'bơ,bờ
blĕi,chửi
tin,aăn tin
lomo,đuôi trâu
pơgang rơngơp,thuốc giảm đau
hơlah,bú dừ
kơjing,cây cói
gơmrĭ,dựa vào
blet,ánh sáng yếu lóe ra
tơhlâu,chỉ trỏ
brư̆ kơnĕ ,hung ác
kơrơ̆ng,mùi nồng nặc khó chịu
je,tre
Tơm,thực hiện
tơdêl,rất xa
hơngie`ng,bả vai
pơnhah,say mă
dơbŏm,má đẹp hồng hào
'nhaih,quả ngựa dính
tơm a la chă,nguyên thủy  
tep hlêk,ngủ say
pơglao,mắt dớn dát sợ
'bung,kôn
tơgo ̆ n,lom khom
klăn,ngực bất đầu phát triển
năr dơmuônh kơnh,ngày kia
'nông,bềnh bồng
chu đông,chủ động
kơkưi kơkai,nhiều súc vật
pôl,chói loà
teh chuah ,đất cát
kơ hloi hăt,rộng nhất
rơrơch,thưa thớt
bơdriu,đánh thức
tơdang,tương tự
brang chăm,cây gai lây sợi
nhem,ngắm nghía
'boi,bắt
hmot,im thin thít
dong doi hnam,dãy nhà
Pơnhroh ni,Đặc biệt
bĭ sư kơ trêch,không để bị động
hơlẽnh,dốì
pơjĭp,ăn gian
blŭng,chỉ ánh trăng sáng tỏ
hngĕl,hngĕk
plâu,răng mọc chìa ra
ngôr,ong ruồi
lơm tơdrong pơm,hình thức
kram yai,trúc
kơxô,cái xô đựng nước
go ̆,xoong
'nŭng,gói lại
'nhŏ,vừa
get đak mư ̆ c,lọ mực
kăn hăp,chúng nó
păng,loạn
hơnưal,quá sớm
a xĕch nhŭng,thịt heo
tơwơih,khểu
kơmar,sinh đôi
phŏng,bọng
bâu,có mùi
tơweng,phang
tơnũl,cây sào
mŏch,vụng
tơ 'bôh khan,chỉ thị
hơmrah,dễ dãi
pơgơ̆n,trưởng
chơ gâu,gấu
dung ak,nách
hrĕ,cảm giác ngứa
rơdang,phới
hơ tŏng kau,bẹ cau
tơxoch,số ra
tram,tràm
hơtãng hiơ hiơr,mỏnh dính
achom,múi
'băn,thanh gỗ dệt vải
sơmĕch,con muỗi
đon johngâm mĕ,nghĩa mẹ
ương,ương
amiyô,áo lót
gơh bắt,hiểu
nhar,còn nguyên
brẽch brach,nhiều hàng thẳng tập
jek,nhồi
rơhuỡk,dành dàng
hnhĭp,quên bẵng
pơlôih,cho sạch
tơchro,chìa bắt tay nhau
pơtuah,gièm pha
lă,nhè
tơklă,trúng đích
erih,sống
dang dơ̆ng,tư thế đứng
kieng kiong,tiếng chim nhồng kêu
tơ drơl,mốc
gơni,bình tĩnh
blang,cây gần gai
chơpĕt,thoa bóp
tiêu kưk,tiêu cực
pơnga,một kiểu hoa văn
pơ koih,ngứa
simel,nhòm
tơlang,tỏa
kơ'bŏng,cây sậy
blơ̆n,cây cà hoang
chơgrŏi,chơgrăk chơgra
chơchui,nóng hổi
hgơ̆m,có thể
dôi,tô lớn bằng gỗ hay đất sét
pơlôm hlĕnh,giả dối
khim,bạch
brêm brai,xù
kơso,đở
rơnop,tàu
bữk,tiếng trái cây rơi xuống bịch
tơkeh,hắt bằng cây
pơ'don,phòng bị
tơ'lêp,to bản
'năr adrơu,hôm nay
hau,cưỡi
thũi,ước gì
abrĕn,tê
mir kông,rẫy
găr dăn,một loại song mây
tơhieo,thả trôi
atôi,một vác
karate,karate
score,score
ka hơpă,cá rô phi
hơu hơu,tiếng ồn ào vui vẽ
jĩ kơ ting,đau khớp
dui jơhngâm lap,hì hục
pơguĕl,đòi cho bằng được
jrah hnam tơ̆r hnam,sàn nhà
grê̆,choạng
gơnam dih băl,thù nhau
tơnĕi,cha mẹ phái chồng vợ
hơder,la hét
kioh kioh,tiếng động  đi trong rừng
kơtôm,kỳ đà nhỏ màu xanh
bowgrữ,làm bộ
akăl,lát cá
lăt,lội nước
pük pũk,tiếng tập thuốc
leu,léc
kơmrơ̆ng,rừng già
mâm toh me`,bú mẹ
huyêt du,huyết dụ
hla ja,cỏ gianh
hơgăk hơbong,hai cô gái đẹp và giống nhau
bơgrong,gây mất ngủ
gŏbŭng,nồi đồng
hơgăk hơgr,một đàn
chĕng sơlam,chia ranh giới
'dă hiĕp,sách giáo lý
rơngơi,dịu mát
anglŏ,bình
oe ̆i blo ̆ k,vấn vương
pơ'mổl,món măng chua 
jơnu`m măt trâ`n,đai hội mặt trận
chắ,lằn
ngô̆,ngộ
bơhngir,mùi hôi
kurt ơdrõk,cóc
kó mưt,nghệ
sŭp nhem rơmo,phở   bò
yung,dung
iẽm,các bạn
dỡng,ngay
ngơ̆ng,dốt nát
krop,tiều tuỵ
dôm hla ar,tạp chí
piep piop,méo
agâu,rau
kôih hoh,loại mới nhỏ màu đen
glŭng,bụi bay
ĭ,hoa màu
angiêng,gào
hơyon,cây đon đông xe bò
prut,tiếng dây đứt phựt
pơlĕi pơla,bản làng
jru ̆ m,kim khâu
tơlĕch tơdrong jang,đuổi việc
'dŏng,cong
tơjră,phản đối
trôm sơ lu`ng,đường hầm
kŭ sum,kho
'nôk,bắt đầu biết yêu
chơkreh,khô trụi lá
'jom,bu vào
tơrum,chung một chỗ
Kuyê,Quý
dơdrăp,lại lần nữa
dơjuech,chân tay và mông teo lại
mach,uế
rơpuơn,cây kè
hơdom,nhại
tơtap,cùng nhau vỗ
'ngi,sồn
bum rơ boa,khoai môn
drăm dro,ru rú trong nhà
pơro,ủ cho lên đen 
lĕch tơ a gah,ra ngoài
hơkrôp,khô kéo
jofjö krong,chim ăn cá
chơđeh,miếng
dầu,"""đak dâu ủnh"
tơphă,tai họa
diêng diêu sơmah ơmat,phong tục tập quán
akôih sõk hang,cạo râu
hnam đe mam,nhà trệt
c,c
pơpiăk,lội
phay,con rái cá
tuên kuân,tuyển quân
wi 'ban sa,ŭy ban xă
măr,nhát
jăn,chữa bênh
bŏbah,bắc
tơgăng,chỉ cây lồ lộ
ăn tơdrong pơm,cơ sở cho việc
tham mưu trương,tham mưu trưởng
reu,không con đối
pơkroch,ốm teo
kơnhông,ngọn
chuên,chuyên
hơkôm,hạch hầu
'brăng,con sò
ân,ân
tơnang,áp
glêh glang ,mệt mỏi
klôi,củ rừng 
kơ thơ,thư
hamlen,dẹp lép
anŭl,đùa
hơde,một loại lồ ô nhỏ
kõ,chó
giam,giám
pơhuit,làm chóng mặt
chã,du
dôm ơ̆i,bấy nhiêu
hreng rĕl,cây đậu thấn
hơ tõk ăn,đề cao
kơwêu,chỉ vật cong dài
tơpah,nứt làm đôi
ngoar ngoar,dong dỏng cao
tẽnh,hối thúc
pŭ,cõng
chơnok,rảnh khoét dọc theo thân ná để đặt mũi tên
hôch,bul
ngi ngu,bóng người hay vật trong đêm tối
chrau,cái đơm bằng gai mây cá chui vào mà không ra được
hơnô̆,khoe mạnh
jtf,cây bần
khoa đam iĕng,phó ct
Rĭng,Riêng
rang jơdah,sáng rực
khơ̆i,biến mất
prũm,tiếng tõm
dẽng,đung
kle,loại sóc nhỏ
ret hla ar,căt giấy
ăn tơdrong pơm hơgei,cơ bản
dơmleng,mãi tới
juang,vây quanh
huŏk pơ ŏ,quả xoài
tơdrong hơ amon,huyền thoại
hơbol,đơn vị đo
hơkăngoi,vợ lẽ
Ŭh hnam,Gia đình
pơchrơ ̆ m,làm đại
hơlơ ̆ mơh,xới cơm
awa,cây có hạt làm thuốc ói mửa của dân tộc hla kông và tơlô
kiĕl,nhức nhối
pơđăng,kéo dài
kơdrong,hàng rào 
hâr,háo hức
tơkua,gác chân
'blơ̆n,đẫm
pơkrơt,làm mắc cỡ
rơhô,sún răng
tiêu chuân,tiêu chuẩn
toh,tháo ra
chang keng,cây nẹp hai bên mái nhà tranh
hơmrôi,bọ mắt
bơngoh,phỉnh
chroh,bị tiên chảy
đak hlăng,nước trong vắt
tơglĕ,láy
gu ̆ t,vịn
pơ jôk 'de lôch,đám ma
tiêm,tiêm
pah til,mái nhà rông
drun,bụi rậm
ngơngao,trong veo
bơbe,dê
pơgơng,các chức sắc trong làng
chơ'brơ̆ chơ'bră,vật lớn để bừa bãi trên đất
ơxong,phân công
oĕi tơblang,đang giải thích
'yŏk adrol,mượn
bơlă,lộn
hơnhok,làm ngay
alâng ro ̆,lộng lẫy
apôm,tròn
dang dăk,loại cào cào màu vàng
loan,loan
hyôi,lướt
kne,chuột
kơmŏ,cáu ghét
pơdro tơdrong kâm,buôn lậu
anăn tơngăng,tên thuốc độc
rơ mo tơ no,bò đực
chrôch chrach,rĩ nước
xơh,đốt
adrap,cảm cúm
dreng dơ̆l,hạt cườm có nhiều màu
pơyah,ghê tởm
chơleng geng gong khă ră dă,tiếng cười rộn rã của cô gái
kiêl,vực
sêp hla 'nhem,hái rau
atơ̆l,mức độ
kơ lơ̆p ao,gấu áo
lilia,bằng phảng
prüt prũt,tiếng sột soạt bò ăn cỏ
mililit,mi
along pơ,cây lồ ô
rơwai,đường đánh dấu không cho đi
kênh,kiện tung
bơjay,tranh giành
rơgơi,thông minh
hơngok,uống một hơi
dŭ,trong lòng
gŏ 'dal tih,chảo
thŭ,thuê
pơdung,níu
hrat pơmat tat,khắc nghiệt
klŭk,xịch
nâu,nâu
ăn kơ e,cho mày
mai hông sơn,mai hồng sơn
anăr brĕi,ngày hôm qua
tơkổp,họp mặt gặp nhau
rơđah,nghĩa
tơlăng,tỉnh lại
tơbôp,trang trí sừng trâu
chơgăn,ngăn chia phòng
gral,có hỏi đá
gin,ging
nhŭng hơ kăn,heo nái
chơmăng,ngăm đen
bơ tho khan,bảo ban
'blanh tơhioy,da trắng nõn
hrâng,àm
'yŭ,hoảng hốt
hrŏm,mảnh khảnh
lak,bệnh lác
jăm kơ nê̆,chê xấu
kte,kte
chêr,óng ánh
kơmăt,mật
pơkrôp,ôm nhau
kơhning,khuất
hađĕn,kiễng
hơnhaih,tách ra
pd'mêm,hy sinh
sem klang ,chim diều hâu
dơdeng,keng
mơtơ̆ng ,nếu như
bơnŭng,bánh tẻ
tơbok,một loại nứa
dơduh,rộng
chơng rơng tôl,giàn bí
klĩk,dập
kơxơng,xông vào
'nhit 'nhit,dẻo
hơbŏu,con ốc
tơkhơr,chọc ghẹo nhau
rơlũng,đổ nát
luôch,tử vong
'bu'bũl,tập trung một chỗ
rơm,rừng âm u
pơhơ̆l,nóng nực
hling tra,pha chè
mơ̆r,màu mỡ
axĕn,điều độ
tơ'nhak,lạnh nổi da gà
kuar,xoi lỗ cho rộng thêm
tơnglâp,vung
pơjăng,chống đối
h'mon pơ dơ̆k,tục ngữ
'nôm,tiểu
'bich,nằm
bơbrăng,thẳng n băng
rẽp,con xén tóc
hĭ,ăn đi
hơja,vỗ vào bờ
gro ̆ l tơmo,lăn đá
huăr,cây nẹp hàng rào
kơ lâp,at
'blet nhĕp,ánh sáng nhấp nháy
jung jăng xang răk ra,sa xuống
kơchuĕ,lem luốc
khẽo,khiễng
kơchop hop,khe núi hẹp và sâu
pơhrĕng,phơi khô
tơ'nông,chình ình
'bat,lây bệnh
răm 'băm,khổ thân  ƀôh
bổ,rờ mó
găn gŏ,con cuốn chiếu
adrak,chì
to anguơ̆ hơri,vè
jơ'ngang,ưỡn ngữa
ngach,nguội
bơdia,gọi là
mơnglŏk,đom đóm
khuơ̆ng,trống rỗng
hdang xe hyuh,bến xe
jơhoih,khuôn mặt trái xoan
khơ khâu khơ khau,vóc dáng đẹp
kơ'nơp,ở tạm
pơgơ ̆ r,lãnh đạo
tơ mam gĭt,bảo vật
pơhrŏk,làm tăng sức mạnh
chơkoai,chơkoi
mô,mô
klang kok,cò
năng đe rơ neh,bà đỡ
kơnang,bệ
poh đak dơxĭ,sóng biển
io`k,hốt
plet,nói lảng qua chuyện khác
chă jơluk jơlăk,Sục sạo
ôxi,ôxy
jcfling,bất lịch sự
dum,chín
nơ̆r yan ŏu,nghĩa đen
blơ̆p,lạt lẽo
hlum,bói cá
lôi gôi,làn tóc đẹp gợn sóng của phụ nữ
trao,trào
đăk bơngai tơlăm,cài người
brai tơ yaih,tua
bơbru bơbra,túa ra tứ phía
pơgiơ̆,chia của
pong pong,tiếng gõ vào cây cạch cạch
dô dô,dài thòng lòng
dơ'mơ̆m,chôn xuống một nửa
pơsâu,ốc suối
krơh krơh,cảm giác đau nhói khi lấy giằm gai ra
hrũ,bồi thường
chơ'duh,tấm gỗ dựa
j`ơ dãr,đồng hồ quay
kôm,chờ chực
akơn bơ tho,bục giảng
hơchô̆ 'ba iĕ,lượm lúa
rơbiín,kẽm gai
sơnăm ơ̆u,năm nay
bơgah krong,cửa sông
tợịên,dẫn nhau đi
môch hrơ hrĕng,chìm nghỉm
atơ̆p mã,cho tới khi
tong anễ,ở chính giữa
tăp trôm,chọc lỗ
kơ'bâu,một loại kê
tơ dra kĕch 'bar,dấu ngoặc kép
hăk,mửa
choh jang,sản xuất
chŏng hŏp,hẹp và sâu
hiêm,nhiễm
hơtĭ hơdroi,kẻ trước người sau
tơhriính,vỗ cây me sù sì
pơkeh,nốt
rơngiau,bên họ ngoại
pơkep,ép
pơpi anhui kơne,hun chuột
bơ'blơh bơ'blơh,chỉ tài ăn nói rành rọt
kơpi`t,bấm
'brông 'brang,sặc sỡ
sdđg,lâu dài
oĕi nge,còn thơ dại
phoi,nhét bùi nhùi 
kơlŭp,khăn đội đầu
hơbiu,chỗ lồi ra
tơ'ngõl,tơ'ngõl
ngi,nộm
cheh dŏk,một loại ché
pôk băn,mơ thấy người bệnh hoạn
chơwei,có hình thoi
khul tơm plông,phái đoàn
tơkă tơkôl,bạc phụ  
ging,cắm hoặc chặt cây làm dấu
bơbuỡng,để mở
'brư̆,xấu
chơ'rĕ,cầm trong tay
hơdrom along ŭnh,chất củi
pơlui,phỉnh gạt
brăp,tím
jop,gùi đan mắt cáo để gùi nước hay củi
dyong,phụ nữ
tơkieh,nhỏ con và rách dưới
pơhrơ̆ng,làm ồn ào
'brơ̆u 'brơt,vàng khè
mơhiưch mơhiach,lơ lửng
tơhrổng,bò ăn lúa chỉ còn trơ gốc
rơngŏu,mè trắng
kĭ,kilo
pơma pơ dĭ,cạn lời
ching,cái chiêng
ngang,ngang
đăp,nghiêm trọng
phŭch,dự
chơhnong,rạ
pơth nưih ,mạnh dạn
chro,chìa tay
hnhôk,bài toán dễ
hốt,lừa
'jôp,chạm nút
pơsiêm,bón
bơdrăng,chống
chrah,nhúng
bơbrŏng,chiỉ ánh lửa leo lét
lơlu ̆t,lấn
hmăch,hàng
mă như,nào
hơgăm,ngăn trở
pơdrang,bộ lạc chàm
bơhiao,long lanh
dôm tŏ lăm,mấy phòng
'lak,lột
bơdơi,nghỉ ngơi
li`nh,bộ đội
bĭ trŏ,sai
hung,huýt
kret tơ xen,keo kiệt
gõ mơh,nồi com ị
blep kơ đon,vừa ý
chuăn,gác lại sau
anih waih hngăm,đơn vị đo trọng lượng
hơdai plĕi nâr,đồng nghĩa
dơnol,cây chống
chơdraih,cào làm bằng tre có răng để cào rác rến
lĕch blung,ra đầu tiên
prai bơlah,bún
dŏk,bú
kơsŏ,xó
hrêl hral,nhiều và số kể
hlao,um
đuôi loi,cao bằng
ktam,cua
kuh,cúi đầu chào
aguõt,bọ cạp
amol,trái bói
hrŏng,dứt cơn sốt
đĭkđam,đầy tớ
long jra,nạng
chuơ̆r,nhảy với lên khỏi mặt nước
lăm kơvăl,trong phạm vi
rơwăk,ngôi
ot hơ 'bo,xay ngô
ake krŭ,sừng bò tót
wăng,cái liềm
gơglăp,phức
hơnhuơ̆l,lưới đánh cá
'juat,nghề mộc
anăn,họ
drâng,nhất trí
nu,con người
kơleo,lén
'nhing,sình
pơhrăp,làm thoả mãn
pet,sáp ong màu đen
lơm pơlok,tổ chức
tơnoh,chỗ đó
tơpey,một cục
gơnom,tấm phên phủ trên nóc nhà
pơgĭt,coi trọng
jăi,tràn lan
hao,leo trèo
'biĕt,tía chớp
gơng,cầu nhỏ làm bằng cây bắc qua mương
nhep,từ từ biến mất
ưh kơ năm,không đi
kuơ,băt
hlung đak,dòng nước
apǔng,địa bàn
'brẽk,tiến
drơ̆ng pơm,đồng ý làm
hngĕk hngŏk,vật đứng trơ trơ
pơtoi,tiếp tục
'bay,bảy gang
ưh kơ 'mêm,không thương
pơlêch,cho ra
pơ hrăm ho`k chư,học bổ túc
phơk,bột
hrơ̆ng tơdrăng,cây lúa còn trở gốc rạ
pơxin,làm cho chín
klaih jĭ jăn,khỏi bệnh
ong ong,tiếng sáo điều vi vu
hroi,hroi
'nhrong,luôn
bền,bền
sa mŏk,cúng nhập kho
dơnŏk,bến cảng
ruôih,voi
'năr yơ ơ̆u,hôm nọ
pơre,bất và
heo,lành lạnh
kơtol,đeo vào
hơđŏng atău,cúng ma
'bă rong,bố nuôi
ebiang,phúc âm
kơwŏ,chim cú vọ
aih,chảy nước miếng
lông,cuồn
dơnơ̆r,nấm mồ
roih,chọe
chuih,trui
pơblĕp,huyên thuyên
chơdroi,khác sông có đá
rơiư,cây lá chửa đau răng 
pak,trả lời bốp chát
pơhram,làm rỉ nước
gih,hục
khok,bị mắc cổ
chơkre,chỉ nhánh tỏa ra
glơ̆l,chới với
tuk mŏm,cai sữa
rơtah,đĩa
tơtak,lật lên
chuăl,quấn dây
quy,quy
dơhia,thường ngày
băm,cần uống rượu ngắn và thẳng
dru ̆k,xám
kâm tơrông,cúng nhà rông
ct,ct
breh grăng,khỏe khoắn
'nut,đậy
gơxŏk,đục
minh 'nu ,cô đơn
gơ'nhĕk,uốn éo
'bôt,cồn cát
'bunh 'bơ̆k,khoai lang
ngoy tơngĕch,một đám trẻ nhỏ thấy từ xa
tơkhop,lễ đính hôn
brẽk brök,nói chuyện to nhỏ thân mật
'nguôn akău,núp
tơdrăng,về hướng
pơnuổt,tả lót
prok,con sóc
biêk,cứ
ơxŭng,bệnh thủng
kher,có vị the
bơlai,con bướm
jơne,chiến
'man xe,đỗ
pơwỡr,làm cho quay
arach,cây dầu rái
gơdơ̆m,cây trĩ cột ngang để trét vách nhà
đak dâu ŭnh,dầu hoả
'lơnh,giãy
kơjip,cây thuốc
rơbăng,cái cũi nhốt tù binh
hrĕch,bứt đứt
luôch,cheat
minh jit một,mười một
gô rắp tơmoi,đón khách
tơcheng,duy
kơjôch,trần truồng như nhuộng
biak,vạt đất
kơyoi,đuôi chim
đak pơluk,vũng nước
chuat,nỗi vân
chok dih băl,đấm nhau
ho`nh,hon
tơp lih ao,đổi áo
kơtruh,cái trũ
hayang,nhảy qua
thanh,thành
po'lit,làm cho áy náy
rơyah,thoáng đãng
rơn,đề cập
agrop,ghép đôi
yŭn,theo nhịp
'năk,cắm
mẽ,mẹ
đŏng đeu,quanh co
kơlang tar,váy màu xanh láng
tam mă đĕi,chưa có
'dal,cạn
'lơ̆p 'lang,trẻ măng
abĕn,váy
gơtrah,chảo rang
hling 'bơt,chắt
'dơh hă,không sao đâu
rak,tái
tơjui,chùm lông đuôi xòe ra
bơlŭk,liên
kơđông linh,doanh trại quân đội
atâng brai,khung dệt vải
dơhiar,căng ra
ngơngăi,cũng muốn
kơtih,dở dang
axĭn,nấu ăn
kơmăng,ban đêm
chơklŏm,nhỏ và lõm xuống
anah,cây
tơdrong bơ̆ jang,công trình
thâu,thầu
gô,chờ
anơn,giơ lên
bơbâp,lập cập
'mik,bôi
brỗ,sấm
mŏk lol,tò vò
tơhỉk,giận nhau
'nơ̆k,chèo ngược dòng
dôm tơdra nâr pơma,các dấu câu
'brui,chẳng có gì cả
kiêl tel,chim dòng dọc
pơ'blơ̆ng,nói nhỏ nhẹ
hil hol,nắng chang chang
dơhah,chỉ há nhỏ miệng
'brach,cười duyên
hmang,hay
krơt,ngượng ngịu
mĕ kơ drăng,mẹ chồng
ka tơ ngia,cá rô
kial bơhu`t,dông
kup kơ̆i ,cúi đầu
jün,nhịn
'ba,mạ
pơgrep,chỉ một người hay vật ốm yếu
bâu phu dêh,thơm quá
bôm,mù
rĭh kơ pơma,không nói
kơđunh,chốc
tơ'but,sừng sững
'mi rah rah,mưa rào
kơxơ̆,ban tối
pơtơ̆p pơtho ,bày vẽ
găn tơ drong jĭ,phòng bệnh
jơwing,ngọn tre
hơ'brĕn,nhỏ đều và đẹp
'bơ'bruih,bụi bặm
ưh kơ ai,hèn mọn
sŭp nhem nhũng,phở heo
'dih,trước
sĕch,bắp thịt
pơkơ̆p,kết đôi
kơmlo,câm
jãk,di
gơnhêr,ràn rụa
'binh đinh,bình định
tơhíil,vướng mắc
ding dơng,tiếng cồng chiêng
'băr 'nghieu,dây rừng
pữlpăl,rối chằng chịt 
kơsĕ,màu xanh
pơ yan tô̆,mùa hạ
oĕi sa alơ̆ng,trung hậu
